id,borrower_id,loan_type,principal_amount,outstanding_balance,emi_amount,interest_rate,tenure_months,months_completed,disbursement_date,status
ba60bb46-e21a-4cee-9d52-1fa020eec2ef,9a1dccd1-18bf-4003-9e77-76d4be4e8931,personal,197000.0,143059.99,4299.98,11.17,60,20,2024-11-04,active
efa09483-d12d-4175-9170-ccdaf3f5aac5,4bf53518-f705-4202-a4b3-0eff1c219c0e,home,6174000.0,5900138.01,77195.06,9.27,125,9,2025-09-30,active
5f406907-c7b6-483a-ab84-1b93c2062fb3,f53a0fc3-ae9d-48e8-84e9-f62cb416e510,business,3626000.0,3206979.43,71317.34,10.26,67,10,2025-08-31,active
256fc85a-f52c-484e-ac30-b7904e53214e,2f0d768b-cab6-4b46-8ae5-68489f80d3f3,home,1267000.0,868823.31,14919.51,9.38,140,62,2021-05-24,active
775858e7-cff7-4107-8cf8-cccac2886e2f,4160661a-5216-4267-8e33-957cb2baffe7,home,3202000.0,1547083.8,32383.03,8.18,165,107,2017-09-12,active
d6887a68-e825-46c0-b929-1ea6b833153f,4a6cf787-cb39-408d-8d90-6dfb65d4a7ba,personal,81000.0,5303.78,2697.49,13.73,37,35,2023-08-12,active
20183c6e-d68c-4b9c-99e1-ba5641fea124,9164369e-7209-4822-b276-9cdad0219b48,business,3991000.0,3517818.96,69825.86,10.62,80,13,2025-06-02,active
1d5a6d6b-26c5-4f34-b1ed-55f4cee00141,a71a8683-f3ea-41e8-a612-f8185cb5a72d,vehicle,1007000.0,630394.45,28157.66,10.41,43,18,2025-01-03,active
25d23597-d442-413b-9902-bbe2d97d0907,15e411d4-3d89-4e5d-8059-ab8b70454658,home,924000.0,893199.29,8589.5,8.62,207,15,2025-04-03,active
38bb4a9d-755e-4081-a5fe-e1b2318c92ff,9c84e9a9-5142-4767-9964-26b482e15b27,personal,364000.0,241786.39,10517.65,11.21,42,16,2025-03-04,active
6f6a4765-5c63-4944-92b2-9f96bb563c53,7680e805-7c07-49ce-beee-1690400e0cd7,vehicle,1910000.0,1039784.43,51804.07,9.75,44,22,2024-09-05,active
b12c0a1b-be49-4c4f-8dc7-72b3c3d26db0,5092bf00-975e-47a8-86b1-974e6d781661,personal,335000.0,168122.06,10733.04,11.1,37,20,2024-11-04,active
5c8bb7d0-4d16-465c-8905-0d2b4080409a,c29edc32-28e1-46c3-9872-0324828d15a3,business,3414000.0,3117117.96,61585.8,11.66,80,10,2025-08-31,active
8e2f064d-d9c7-4f66-89ef-5caa3bfd5374,8a916265-c30c-4b92-a6ab-791138522159,home,4923000.0,938669.38,52745.74,7.96,146,127,2016-01-21,active
f123ae5f-c070-411d-9a69-e7e40caa2952,6a7c165e-3823-4675-98b7-b4cc5e103bd3,home,5764000.0,2819880.52,57398.22,9.26,194,132,2015-08-24,active
c7615b61-5c1a-4058-b39a-393b433759f5,08ec9303-c6f1-4d27-be50-5aceb2af2ba2,vehicle,496000.0,479067.75,12105.32,8.88,49,2,2026-04-28,active
9f7687e0-d3ea-4069-b478-bc8d61c534dd,9ee1aa93-fc13-4bff-a083-c16b16bf9bcf,vehicle,1540000.0,904980.41,34906.03,9.16,54,25,2024-06-07,active
44070d4e-e486-460d-8b05-920a23f397b5,f2032fb7-f405-427a-8ca6-c8e58b249438,business,967000.0,661511.4,25951.79,13.02,48,18,2025-01-03,active
78ad3cf8-934e-4ece-a47d-06184239f45c,2e78f685-eea5-4456-a403-99813796fc47,home,2953000.0,1884081.75,31325.84,8.29,153,75,2020-04-29,active
d7528855-08f3-4653-be8c-2b0a43c0aa0f,6e4381cd-0b8a-4ce4-a7f3-c65b09da292b,personal,250000.0,12568.21,6397.13,14.36,53,51,2022-04-19,active
456a1d16-8f51-48bb-a980-fd38c9193b26,306f4fe1-21f3-4fec-8a18-84d13b81066c,business,1087000.0,889827.75,34290.55,11.55,38,8,2025-10-30,active
61182adf-dad5-4d7f-ab81-b5aa39e42f31,d147fb6f-a62a-40ef-9a9a-a178c1b7d439,vehicle,1774000.0,1087197.25,45334.77,10.4,48,21,2024-10-05,active
c6c5448a-2bf6-4f61-93e2-2efe4879a517,037855df-6190-4b76-b030-708f54cfa05b,vehicle,1414000.0,588479.04,26320.88,10.54,73,48,2022-07-18,active
5ffdd507-c6e3-4cba-80b9-41eee87b7d26,1f0fe24e-6cc2-4423-a404-74abbc0477dc,personal,342000.0,222361.13,15297.99,13.83,26,10,2025-08-31,active
bc1bf49e-7800-4a45-85ca-509d4a61e84e,28df5adf-ba72-4089-aa41-90451061a6fc,home,679000.0,579281.37,8168.52,7.93,121,25,2024-06-07,active
1ad53876-a44e-4c30-b6cf-ec4cdd76a080,c93e7299-c82e-412e-8552-c078af70ea95,vehicle,571000.0,317315.73,9484.31,9.47,82,43,2022-12-15,active
1276ae9c-2c6b-49fc-b723-45af280d7c9a,080661df-8c81-4d0f-8ce3-40ffb55bec12,personal,226000.0,118205.02,5007.85,11.83,60,33,2023-10-11,active
ed585fd0-9a10-4dbf-9a89-1725b8940862,8c985200-4ff8-4531-b797-5a13bc90bcdf,personal,319000.0,240921.36,8207.06,15.29,54,17,2025-02-02,active
48d629fa-d42a-4d4f-8277-6699f1ba8766,dca4c9a4-e023-4af2-b255-a7a011f99ecb,home,1304000.0,559913.95,16667.09,9.21,120,81,2019-11-01,active
dafac165-9115-46eb-8dc9-1b4d5d237b37,e10e96fa-16e2-475d-aa2f-77c82c64d4a8,home,584000.0,371995.94,6506.49,9.36,155,79,2019-12-31,active
2897d522-bf63-4ee9-aed7-0526253a083f,ee7a9580-bd41-456d-bdb6-a00a4fddb7d0,personal,378000.0,164267.06,19136.81,11.49,22,13,2025-06-02,active
f5f9184e-2b30-4aa1-aa49-cc977df7e702,f8ea40a0-086a-45c1-9314-26728625badb,home,1931000.0,1160569.89,19884.34,8.98,174,97,2018-07-09,active
1de8cbd6-52c7-4a47-9870-79bd547d926e,c26aa05f-7d54-4150-8c9d-d2fc8c78d4c4,home,3631000.0,3513372.56,43755.74,8.09,122,6,2025-12-29,active
0928ed1d-2e5b-4cc7-b2a4-9a791f857fb5,010a7e22-b914-4ea6-8361-ef86dbf3a196,vehicle,744000.0,560131.25,17560.12,9.64,52,15,2025-04-03,active
5cc88627-1b2b-47e6-8ed7-27e0474d5406,6e24b727-4036-4dc6-8b66-ff9f6401e586,home,5275000.0,3133612.83,50560.19,9.09,207,123,2016-05-20,active
275285bc-3c16-4840-bd8b-656d0e967b2c,d2d4fa52-3f4d-497c-b54d-4803949843e3,home,1344000.0,599853.49,11835.04,7.97,212,150,2014-03-02,active
9666238d-b56b-4ac2-9ca5-efff15f077f0,aa5f3b73-f910-4666-a8c5-199b58ad58cb,business,1511000.0,240479.77,49647.13,12.81,37,32,2023-11-10,active
ae1c219e-d5f9-4795-8214-618b01ba99b0,20002811-c4b5-416c-a145-a6ba8bb2f9b3,home,5689000.0,2505773.44,59678.6,7.63,147,98,2018-06-09,active
70323e58-2a88-422b-b5c9-ec745fb75e86,97ccb8f8-60d5-40b0-9c0d-5168bb38e139,home,4231000.0,3815128.2,37412.7,8.43,226,46,2022-09-16,active
02f8796a-a415-49b5-bb71-1cffacc413cc,bd321288-bee8-458f-b537-fbd8d44fdbed,education,1196000.0,256037.96,24373.64,9.31,62,51,2022-04-19,active
63f52aae-a471-4d8d-a3df-d6a5e47c9b23,ae6d53cd-fd43-47e7-90ce-b3bcbbeecfb1,vehicle,1478000.0,946618.96,24723.26,9.7,82,36,2023-07-13,active
de5a1b25-5cfd-41ef-a22b-d415d72cefb1,2d69cc45-410c-4eb6-abe9-e36929b29eda,home,2540000.0,955111.51,21396.97,7.88,231,178,2011-11-13,active
4fcc531b-4b90-489d-8efc-2538a96faae7,254401c6-a48f-4cab-a3e1-dfc6d56ee143,personal,51000.0,17066.26,1224.7,11.22,53,38,2023-05-14,active
a3dc5d98-7cd8-447e-84a6-6db7b597d17e,33d3c66f-fc8d-4418-b427-efee56779629,vehicle,984000.0,675647.06,16760.67,9.72,80,31,2023-12-10,active
0bf607a8-5958-4b66-bf79-1c6985a7eb9f,98a6734f-e801-4e94-a95d-c72659d009a8,vehicle,1537000.0,462653.66,35023.13,9.41,54,40,2023-03-15,active
89ed06ac-c20c-4eaa-91bd-7beeadf8d2b6,23b74c3f-a3d0-4b59-99d9-7989fe90058f,business,4139000.0,1519953.97,79659.76,10.66,70,49,2022-06-18,active
5cb68b51-f03d-47ae-a223-064a97b90f7a,01f00f00-44ff-4016-8b4f-137e1defaf30,vehicle,1173000.0,738188.87,26493.36,10.34,56,24,2024-07-07,active
87fe10fb-34e3-44c9-9c22-84b359dcf9f9,31da44fa-8350-4248-8db2-4208635065a8,business,2985000.0,1974774.6,67027.32,11.87,59,24,2024-07-07,active
2b4344be-373a-47b2-a95f-169b5c9f4b9b,1bebc944-fc0c-4f40-9901-952bac4e5f0e,vehicle,466000.0,107243.38,8166.47,10.38,79,65,2021-02-23,active
31f42fc3-caa5-4619-a297-0b7639e4dcaa,51a3324e-8070-4f40-8213-0cc9ff83879f,business,2158000.0,1655411.46,44542.98,10.35,63,18,2025-01-03,active
57064344-41f5-4ba0-976c-3b7fa8de469a,843cdc82-1a7b-4bb4-bccf-29724c8e5d85,vehicle,799000.0,434162.89,17471.5,10.11,58,30,2024-01-09,active
1fcb517c-23d0-4f65-9441-41f422dc4ad9,9e22558c-01c9-4dfd-8cb0-bbc2d977c0f2,vehicle,1751000.0,964732.74,46587.92,10.72,46,23,2024-08-06,active
26da911a-aa60-421f-9cfa-634bea1eb66d,1438782b-5578-4eb8-b4a9-64bd05044f14,business,4327000.0,2117511.15,78365.02,10.58,76,45,2022-10-16,active
1014e7ac-9c64-4a1f-adb7-358c9d4e27bf,d682e8bf-01ec-44cd-b63d-1cb0cfb428b3,personal,424000.0,43598.01,22215.7,15.26,22,20,2024-11-04,active
f9653184-ed73-4689-8b0b-6194f2c71189,6694a4c9-b333-4848-accf-26b7aaa39b0b,home,6622000.0,2753569.17,75348.79,9.15,146,103,2018-01-10,active
44dba24e-131c-47e2-b5eb-b4cf432bb716,04e94de2-905e-45c8-8fbe-f6071f4c4fb7,home,3642000.0,3449168.82,44154.76,9.48,134,12,2025-07-02,active
56d8e169-196f-4049-8dea-7494904a6aa8,9156158a-c731-4a60-b7ff-adf6a44f7699,personal,309000.0,63717.32,13247.01,15.67,28,23,2024-08-06,active
382d718c-4f22-4319-853b-775c8f782b8a,d4fed92c-b3bf-480c-912e-f389b3b96d96,vehicle,1531000.0,805891.13,26743.57,10.27,79,44,2022-11-15,active
619e80f6-c74f-4c8c-ad1e-1484b1a02aa2,35497447-8324-4045-803d-fdfedaa3d5bb,personal,196000.0,51916.85,6828.42,13.74,35,27,2024-04-08,active
87d04f07-7d06-470b-a9e5-8b0d13387f0b,81678e97-40a8-498a-b02c-1356c76e3614,personal,419000.0,18539.59,18754.19,13.89,26,25,2024-06-07,active
5d5874a4-d882-4258-96ca-a5d1190db15c,22661daa-ff11-4093-b758-558e41085ad4,personal,388000.0,46660.27,23684.47,12.13,18,16,2025-03-04,active
74f7d49a-e16e-4a8f-85df-83da25d0ac2c,7f4cd139-a9bf-4b43-9dd6-5b8529d2944b,home,5705000.0,5680839.91,49503.35,7.88,216,2,2026-04-28,active
f00a3451-906d-448b-94f2-db88218023c8,f4803c13-d295-461b-ac77-6cdccc5d7ee8,vehicle,1945000.0,1705896.56,54836.48,9.74,42,6,2025-12-29,active
9e27e37b-c1dc-43be-b5c8-7cb3e1c4fa43,9dd4d122-2247-499a-bac9-a1fa913d2e45,business,1671000.0,1255861.28,29159.22,11.62,84,28,2024-03-09,active
923afbf4-bf47-47a5-a5a5-088011a1f2dc,20987605-4453-4a67-a8ed-c1ce67b192e6,personal,93000.0,86011.95,4339.71,11.12,24,2,2026-04-28,active
e7cdaf62-ddf2-4724-aa51-7af479237077,26b65158-e459-4b09-87d6-22fd952c87be,home,2053000.0,1977725.05,18984.22,9.05,225,20,2024-11-04,active
1eca5043-9d89-41ae-a079-0e29dba4cc1b,7d88d8c6-684d-4100-941b-7b5143a72edb,home,3894000.0,1618091.67,44554.81,8.34,135,93,2018-11-06,active
65275434-eb73-4acf-8a43-e334389ab542,1b20d965-e87d-4b7c-90de-31546b3c01ae,business,251000.0,97131.42,4712.19,11.2,74,51,2022-04-19,active
03b48787-b257-481a-af89-c76bd4ca1409,a0a20b09-0e28-4a31-95b0-a80c3ccdabfc,personal,187000.0,82782.94,4881.05,13.95,51,32,2023-11-10,active
dda44886-da48-420a-afb1-fad0e824feb2,c1eaf1ec-b420-4fa7-befc-959d806d08ce,business,3048000.0,2890892.84,55942.91,11.97,79,6,2025-12-29,active
9a8e0bb3-0cfe-4b82-87fb-a5af463bb4d5,be66d126-be05-40c3-b6e9-b8c77d8d26e2,personal,208000.0,8695.27,8800.33,14.5,28,27,2024-04-08,active
932c8808-81cb-477a-b50b-8a18608a4f90,3b62f78d-ad11-40f4-a6fd-3ac2dbca0c5d,personal,293000.0,87216.7,18019.19,13.11,18,13,2025-06-02,active
6088a1e7-f16f-48fb-a474-e12c7beb0dc4,6587c7a4-4bb6-4c43-acc4-392e9caae487,vehicle,1433000.0,175715.13,44797.02,9.45,37,33,2023-10-11,active
5f9c4351-87c0-44ff-b8c8-73d9feb9b7a0,f32f27fa-c36a-4d3b-ae3e-bb7f1bb157af,business,617000.0,551551.76,15326.52,12.17,52,7,2025-11-29,active
4892e52e-413b-4142-bdd2-d6f194ab4be5,e5625a3d-3391-4572-9055-37874e4fea3c,home,6730000.0,4018658.56,66483.87,9.34,200,118,2016-10-17,active
c4aae468-3a0e-4fd5-8681-9ae1f77feebd,0461666b-2398-42e7-b1e0-47935a2d5ad0,personal,202000.0,190277.63,5552.78,15.92,50,4,2026-02-27,active
4483626f-555e-4f0b-a399-3cd308e79a56,8b6b6588-4174-4eb0-b1e4-a6781e755e8e,home,4645000.0,4007662.74,44605.89,9.21,210,57,2021-10-21,active
d56225a8-8d04-478d-8715-0a4a324fd2d4,79060cca-e302-4e74-8732-5a0daa365154,business,656000.0,626514.87,11540.1,10.51,79,5,2026-01-28,active
1e6b4369-ba6f-4d27-b376-5c8aa6927bac,e63dc221-d6e4-41ad-9241-9c38615a8e71,vehicle,1000000.0,518684.8,18802.54,8.95,68,37,2023-06-13,active
3886ee22-fe30-47bc-9e29-8dbc1edd3a9d,cc35c4fe-5646-48ac-a984-b87860b93665,business,2063000.0,1896185.27,41775.64,12.61,70,8,2025-10-30,active
dfa138cc-08a6-48e7-a34a-66c2fee0e564,e445c178-1fcb-4368-bf88-37a58108a01e,home,1383000.0,728981.92,13385.75,8.48,186,117,2016-11-16,active
404d26ab-cbf2-41fd-ac62-3a668f5a589b,87bd5341-3a19-4680-9850-368a049237db,home,1721000.0,717336.04,18394.82,8.7,157,111,2017-05-15,active
bfb783a9-e9b0-497e-84c1-fb5784f03844,0c90ff37-a0cf-40f2-8e5a-1289b529d554,home,1661000.0,1037498.24,13865.75,7.65,227,125,2016-03-21,active
d45ee5f7-13ba-48ef-a4df-9a3902a9b1f1,3d364109-701e-4502-9bc4-0764fb44f562,personal,53000.0,44413.96,1276.1,15.03,59,13,2025-06-02,active
5a6bdcaa-7ef7-48b5-bcab-4d064741bf11,0c04c077-2686-43f9-9461-f3370a155075,vehicle,279000.0,13988.78,7073.7,9.06,47,45,2022-10-16,active
d7ca376a-774d-4258-bedf-c491327bed8d,157ed650-d5b0-415f-ae64-ec3cab00f7ef,business,2568000.0,2207821.11,46108.85,11.78,81,16,2025-03-04,active
29f42507-43c1-40cd-988f-8fd1cf5419f2,ccf16c4a-b85b-4f8e-be14-00dc6a8eb8ee,home,1544000.0,694163.67,14958.59,9.46,214,156,2013-09-03,active
e9fd8675-0b74-4f5e-9395-a53bc9a0a1bc,06b46871-8f49-4ede-99f3-471d9c9ba3b9,business,2303000.0,1354572.75,53244.36,13.18,59,29,2024-02-08,active
658b7c5f-b1ac-48e8-b9e9-5a72bafaeaf0,d29f38e2-5dae-477f-89e4-75bc899d1ffc,home,4439000.0,2150577.22,40154.15,8.24,208,141,2014-11-27,active
2c67093c-e8d1-425f-97e9-f635ed1cfd08,51925ac9-1732-4712-bcca-58c4fba4b743,home,4052000.0,1650222.27,42854.03,8.37,155,110,2017-06-14,active
1d53adf5-9728-4734-ac35-fe803adf6adc,1df651f1-2db3-4b22-b952-2dbe2aae4056,home,1154000.0,913335.12,10807.99,9.4,232,93,2018-11-06,active
bc0806cf-2896-4453-abe4-495fa5f2c0f0,7ca633a1-1e17-49c3-825f-adf57140ac8f,business,2634000.0,2229670.58,68326.95,13.63,51,10,2025-08-31,active
b25d3008-92ab-4500-9ffe-00d3097ca60a,6db1f993-0eaa-4018-881e-49e98ddb0632,home,1715000.0,1440701.75,15691.18,7.87,193,52,2022-03-20,active
ae1b1ba5-9ae2-480f-bfa9-ccc8150b1ebb,3752ba59-e373-415f-9058-f46e25605812,personal,498000.0,50910.87,17361.81,13.79,35,32,2023-11-10,active
821bea14-33e6-4469-869e-015fe2928ebf,d2f80ce0-45a5-410f-b997-1b75072b3356,home,6425000.0,5531802.82,72180.42,8.66,143,31,2023-12-10,active
d25e8f17-a5af-4227-8d7b-a90b1b330d10,7459ba93-70a1-4f08-9936-f4863fb3fd0d,business,1315000.0,592653.72,35921.38,11.2,45,27,2024-04-08,active
ce198bcd-4980-44a7-a98b-3fc929c88e12,8235f406-1a7d-417e-a1dc-d153bd28a539,home,950000.0,519258.66,7969.66,7.52,220,136,2015-04-26,active
5e3ba029-4410-42fe-ae06-cacebcac09b5,955680a2-fbc1-4606-a844-50a9bbe002b7,business,3011000.0,2273023.81,98875.99,11.21,36,10,2025-08-31,active
2dcfac56-7630-4e1a-905d-0b31633e8ae8,2b90762b-03d5-4612-9305-eb88060e2cf5,home,2328000.0,1962719.55,23689.24,9.1,181,50,2022-05-19,active
4e5172ba-bf3e-4bf0-b395-37b95ceb58bc,92eac359-8a99-4490-ab56-734527bbe45f,business,2496000.0,1303101.06,62735.17,10.4,49,26,2024-05-08,active
d31494ab-f658-4210-8b64-34cbcaffefdf,248bf3f6-00bc-428f-85eb-78c15d1e2042,personal,332000.0,253779.69,22515.98,11.73,16,4,2026-02-27,active
63f04d07-20ef-4126-a7fb-1b698de35bab,9af31261-2035-48a5-84a9-b5ce0f680c8c,vehicle,462000.0,117279.75,7356.01,8.67,84,67,2020-12-25,active
429a2627-78d6-4de8-bc80-9a0666736175,01d9a851-bd9f-4a3a-b746-6ac9a2623545,education,238000.0,65177.83,4322.91,8.49,70,54,2022-01-19,active
d66576f0-8b8a-4cdf-a478-8af51a80ab40,e5e5be19-f885-4875-ac51-7383d8629b3a,vehicle,851000.0,420632.82,21115.83,10.57,50,28,2024-03-09,active
3859c65a-a19e-4c52-815c-6c1d93552bed,de3d1e19-5db4-43a3-99aa-182a7e7b55ea,home,3739000.0,2740042.83,32096.29,8.14,231,103,2018-01-10,active
7f449fa4-5d84-44b6-ac9d-c6f0deb4fe1b,039ac23c-2d00-4e3a-b009-9d49afddb35f,home,5537000.0,3893996.46,47256.64,8.25,239,117,2016-11-16,active
d1e7a0c0-17b6-47b3-afd9-30488a36397a,cdb20509-fc8b-47ce-b355-0161bd400fdd,business,4361000.0,1449383.07,81420.86,13.63,83,63,2021-04-24,active
4267d9c6-c983-41e4-8476-c5d604150c4a,20dd2e0d-1568-43f8-b691-4cefd2ce5265,personal,406000.0,296829.77,13333.8,14.23,38,12,2025-07-02,active
a2e0ca51-dd79-481e-a429-39ef758a4925,8cf4848c-b322-4eba-8b49-1325929af64b,home,4409000.0,2439649.6,44504.24,9.05,183,112,2017-04-15,active
4580d4bd-59ca-4a87-9b38-f1eb178b49fb,a0f27ac3-b4d8-41ff-b948-7875dfb4cded,personal,238000.0,191393.65,6304.12,11.42,47,11,2025-08-01,active
2803ba4a-2da4-4bbd-9f7c-0a5d92f29725,3e090a7f-d316-482d-9d3d-72c75e47cbbf,vehicle,272000.0,126790.11,6301.19,9.48,53,31,2023-12-10,active
b2c020e2-bb6c-4463-896e-4d97f0b2f664,ccd39396-45b1-4abd-b12e-719a2f845c72,business,4936000.0,2128264.9,112082.66,11.21,57,36,2023-07-13,active
2c5cdae3-5dd4-45ef-a047-23e46caccab7,67e01bd2-ba77-4b0b-aa2f-78c25d032dc3,personal,464000.0,202950.73,13936.97,13.56,42,26,2024-05-08,active
33537b5f-b710-4539-820d-8e07236ac8a8,742a7ec2-d409-4f28-9809-50915a2c1d83,vehicle,1711000.0,1362201.11,31588.4,10.24,73,19,2024-12-04,active
314ed547-53c5-4523-ab5a-38ae3e3d3660,bac0ef78-53ce-4ef5-88b8-554dc8cc656d,personal,91000.0,18527.94,2788.8,15.88,43,36,2023-07-13,active
eb65774c-f6b3-42db-9fc3-f6e1da90cb38,a4eeeec7-b573-4c13-aca4-3e2ea49376c5,business,3231000.0,2246635.96,80822.11,12.52,52,19,2024-12-04,active
4974a482-14c7-4630-ad37-23c881bd1cfc,3d64d239-e6cf-47b3-8020-67df3af1e56b,vehicle,1270000.0,770821.48,30723.22,9.28,50,22,2024-09-05,active
bd735d1c-54f1-4f7c-b917-1e1ae2886001,c93b4f03-5d71-496c-ba73-a5940301fba9,vehicle,1219000.0,980564.58,27148.7,10.93,58,14,2025-05-03,active
